Unique_ID	Ref_MFE	Edit_MFE	deltaG	EditSite_Changed	SpliceStart_Changed	SpliceEnd_Changed
8952|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
8953|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
8954|chr6_147109043|147109043|147108610|14	-101.6	-103.1	-1.5	1	NA	NA
8955|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
8956|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
8957|chr6_147109043|147109043|147108610|14	-101.6	-103.1	-1.5	1	NA	NA
8958|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
8959|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
895|chr10_73249197|73249197|73249318|73251	-92.6	-93.4	-0.8	0	0	NA
8960|chr6_147109043|147109043|147108610|14	-101.6	-103.1	-1.5	1	NA	NA
8961|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
8962|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
8963|chr6_147109043|147109043|147108610|14	-101.6	-103.1	-1.5	1	NA	NA
8964|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
8965|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
8966|chr6_147109043|147109043|147108610|14	-101.6	-103.1	-1.5	1	NA	NA
8967|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
8968|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
8969|chr6_147109043|147109043|147108610|14	-101.6	-103.1	-1.5	1	NA	NA
896|chr10_73249197|73249197|73249318|73251	-92.6	-93.4	-0.8	0	0	NA
8970|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
8971|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
8972|chr6_147109043|147109043|147108610|14	-101.6	-103.1	-1.5	1	NA	NA
8973|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
8974|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
8975|chr6_147109043|147109043|147108610|14	-101.6	-103.1	-1.5	1	NA	NA
8976|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
8977|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
8978|chr6_147109043|147109043|147108610|14	-101.6	-103.1	-1.5	1	NA	NA
8979|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
897|chr10_73249197|73249197|73249318|73251	-92.6	-93.4	-0.8	0	0	NA
8980|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
8981|chr6_147109043|147109043|147108610|14	-101.6	-103.1	-1.5	1	NA	NA
8982|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
8983|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
8984|chr6_147109043|147109043|147108610|14	-101.6	-103.1	-1.5	1	NA	NA
8985|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
8986|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
8987|chr6_147109043|147109043|147108610|14	-101.6	-103.1	-1.5	1	NA	NA
8988|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
8989|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
898|chr10_73249197|73249197|73249318|73251	-92.6	-93.4	-0.8	0	0	NA
8990|chr6_147109043|147109043|147108610|14	-101.6	-103.1	-1.5	1	NA	NA
8991|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
8992|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
8993|chr6_147109043|147109043|147108610|14	-101.6	-103.1	-1.5	1	NA	NA
8994|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
8995|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
8996|chr6_147109043|147109043|147108610|14	-101.6	-103.1	-1.5	1	NA	NA
8997|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
8998|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
8999|chr6_147109043|147109043|147108610|14	-101.6	-103.1	-1.5	1	NA	NA
899|chr10_73249197|73249197|73249318|73251	-92.6	-93.4	-0.8	0	0	NA
89|chr10_35321030|35321030|35299259|353208	-89.6	-89.2	0.4	0	NA	NA
8|chr10_35321030|35321030|35299259|3532085	-89.6	-89.2	0.4	0	NA	NA
9000|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
9001|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
9002|chr6_147109043|147109043|147108610|14	-101.6	-103.1	-1.5	1	NA	NA
9003|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
9004|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
9005|chr6_147109043|147109043|147108610|14	-101.6	-103.1	-1.5	1	NA	NA
9006|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
9007|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
9008|chr6_147109043|147109043|147108610|14	-101.6	-103.1	-1.5	1	NA	NA
9009|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
900|chr10_73249197|73249197|73249318|73251	-92.6	-93.4	-0.8	0	0	NA
9010|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
9011|chr6_147109043|147109043|147108610|14	-101.6	-103.1	-1.5	1	NA	NA
9012|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
9013|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
9014|chr6_147109043|147109043|147108610|14	-101.6	-103.1	-1.5	1	NA	NA
9015|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
9016|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
9017|chr6_147109043|147109043|147108610|14	-101.6	-103.1	-1.5	1	NA	NA
9018|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
9019|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
901|chr10_73249197|73249197|73249318|73251	-92.6	-93.4	-0.8	0	0	NA
9020|chr6_147109043|147109043|147108610|14	-101.6	-103.1	-1.5	1	NA	NA
9021|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
9022|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
9023|chr6_147109043|147109043|147108610|14	-101.6	-103.1	-1.5	1	NA	NA
9024|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
9025|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
9026|chr6_147109043|147109043|147108610|14	-101.6	-103.1	-1.5	1	NA	NA
9027|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
9028|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
9029|chr6_147109043|147109043|147108610|14	-101.6	-103.1	-1.5	1	NA	NA
902|chr10_73249197|73249197|73249318|73251	-92.6	-93.4	-0.8	0	0	NA
9030|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
9031|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
9032|chr6_147109043|147109043|147108610|14	-101.6	-103.1	-1.5	1	NA	NA
9033|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
9034|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
9035|chr6_147109043|147109043|147108610|14	-101.6	-103.1	-1.5	1	NA	NA
9036|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
9037|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
9038|chr6_147109043|147109043|147108610|14	-101.6	-103.1	-1.5	1	NA	NA
9039|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
903|chr10_73249197|73249197|73249318|73251	-92.6	-93.4	-0.8	0	0	NA
9040|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
9041|chr6_147109043|147109043|147108610|14	-101.6	-103.1	-1.5	1	NA	NA
9042|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
9043|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
9044|chr6_147109043|147109043|147108610|14	-101.6	-103.1	-1.5	1	NA	NA
9045|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
9046|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
9047|chr6_147109043|147109043|147108610|14	-101.6	-103.1	-1.5	1	NA	NA
9048|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
9049|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
904|chr10_73249197|73249197|73249318|73251	-92.6	-93.4	-0.8	0	0	NA
9050|chr6_147109043|147109043|147108610|14	-101.6	-103.1	-1.5	1	NA	NA
9051|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
9052|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
9053|chr6_147109043|147109043|147108610|14	-101.6	-103.1	-1.5	1	NA	NA
9054|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
9055|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
9056|chr6_147109043|147109043|147108610|14	-101.6	-103.1	-1.5	1	NA	NA
9057|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
9058|chr6_147109043|147109043|147109143|14	-101.6	-103.1	-1.5	1	0	NA
9059|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
905|chr10_73249197|73249197|73249318|73251	-92.6	-93.4	-0.8	0	0	NA
9060|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9061|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9062|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9063|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9064|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9065|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9066|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9067|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9068|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9069|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
906|chr10_73249197|73249197|73249318|73251	-92.6	-93.4	-0.8	0	0	NA
9070|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9071|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9072|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9073|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9074|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9075|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9076|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9077|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9078|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9079|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
907|chr10_73249197|73249197|73249318|73251	-92.6	-93.4	-0.8	0	0	NA
9080|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9081|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9082|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9083|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9084|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9085|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9086|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9087|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9088|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9089|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
908|chr10_73249197|73249197|73249318|73251	-92.6	-93.4	-0.8	0	0	NA
9090|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9091|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9092|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9093|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9094|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9095|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9096|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9097|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9098|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9099|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
909|chr10_73249197|73249197|73249318|73251	-92.6	-93.4	-0.8	0	0	NA
90|chr10_35321030|35321030|35299259|353208	-89.6	-89.2	0.4	0	NA	NA
9100|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9101|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9102|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9103|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9104|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9105|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9106|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9107|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9108|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9109|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
910|chr10_73249197|73249197|73249318|73251	-92.6	-93.4	-0.8	0	0	NA
9110|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9111|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9112|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9113|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9114|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9115|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9116|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9117|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9118|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9119|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
911|chr10_73249197|73249197|73249318|73251	-92.6	-93.4	-0.8	0	0	NA
9120|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9121|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9122|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9123|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9124|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9125|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9126|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9127|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9128|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9129|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
912|chr10_73249197|73249197|73249318|73251	-92.6	-93.4	-0.8	0	0	NA
9130|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9131|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9132|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9133|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9134|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9135|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9136|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9137|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9138|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9139|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
913|chr10_73249197|73249197|73249318|73251	-92.6	-93.4	-0.8	0	0	NA
9140|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9141|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9142|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9143|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9144|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9145|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9146|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9147|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9148|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9149|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
914|chr10_73249197|73249197|73249318|73251	-92.6	-93.4	-0.8	0	0	NA
9150|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9151|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9152|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9153|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9154|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9155|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9156|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9157|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9158|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9159|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
915|chr10_73249197|73249197|73249318|73251	-92.6	-93.4	-0.8	0	0	NA
9160|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9161|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9162|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9163|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9164|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9165|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9166|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9167|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9168|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9169|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
916|chr10_73249197|73249197|73249318|73251	-92.6	-93.4	-0.8	0	0	NA
9170|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9171|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9172|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9173|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9174|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9175|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9176|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9177|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9178|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9179|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
917|chr10_73249197|73249197|73249318|73251	-92.6	-93.4	-0.8	0	0	NA
9180|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9181|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9182|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9183|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9184|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9185|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9186|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9187|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9188|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9189|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
918|chr10_73249197|73249197|73249318|73251	-92.6	-93.4	-0.8	0	0	NA
9190|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9191|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9192|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9193|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9194|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9195|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9196|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9197|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9198|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9199|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
919|chr10_73249197|73249197|73249318|73251	-92.6	-93.4	-0.8	0	0	NA
91|chr10_35321030|35321030|35299259|353208	-89.6	-89.2	0.4	0	NA	NA
9200|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9201|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9202|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9203|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9204|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9205|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9206|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9207|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9208|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9209|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
920|chr10_73249197|73249197|73249318|73251	-92.6	-93.4	-0.8	0	0	NA
9210|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9211|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9212|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9213|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9214|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9215|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9216|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9217|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9218|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9219|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
921|chr10_73249197|73249197|73249318|73251	-92.6	-93.4	-0.8	0	0	NA
9220|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9221|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9222|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9223|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9224|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9225|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9226|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9227|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9228|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9229|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
922|chr10_73249197|73249197|73249318|73251	-92.6	-93.4	-0.8	0	0	NA
9230|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9231|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9232|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9233|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9234|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9235|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9236|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9237|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
9238|chr6_149663232|149663232|149662238|14	-117.1	-118.3	-1.2	0	NA	NA
